ID;Kitab;Sanad;Matan
47;Musnad Syafi'i 47;Yahya bin Sulaim mengabarkan kepada kami. Abu Hasyim ismail bin Katsir menceritakan kepadaku dari Ashim bin Laqith bin Shabrah, dari ayahnya , ia mengatakan: Dahulu aku pernah menjadi delegasi Bani Muntafiq. Kami datang kepada Nabi , tetapi kami tidak menjumpai beliau dan hanya bertemu dengan Aisyah. Kami disuguhi senampan buah kurma, dan Aisyah memerintahkan agar dibuatkan harirah untuk kami, maka makanan itu pun dibuat, lalu kami makan. Tidak lama kemudian datanglah Nabi  dan bersabda, “Apakah kalian telah memakan sesuatu? Apakah kalian telah disuguhkan sesuatu?” Kami menjawab, “Ya”. Tidak lama kemudian seorang penggembala berangkat menggiring ternaknya, tiba-tiba terdengar suara anak kambing yang baru dilahirkan. Maka Nabi bertanya, “Hai fulan! Coba lihat dengan jelas apa yang dilahirkan?;"Penggembala menjawab, “Anak kambing.” Nabi  bersabda, ”Sembelihkanlah buat kami sebagai ganti seekor kambing."" Kemudian Nabi  menjumpaiku dan bersabda, ""Janganlah sekali-kali kamu mempunyai dugaan bahwa kami menyembelih hanya karena kamu. Kami mempunyai 100 ekor kambing, sedangkan kami tidak mau ternak itu bertambah jumlahnya. Karena itu. apabila ada kambing yang melahirkan, maka kami sembelih salah seekor darinya sebagai ganti.” Kemudian kami bertanya, “Wahai Rasulullah! Sesungguhnya aku mempunyai seorang istri yang pada lisannya terdapat suatu cela, yakni suka berkata jorok.” Nabi menjawab. ""Ceraikanlah dia."" Aku berkata, “Sesungguhnya aku telah mempunyai anak darinya dan ia berpredikat sebagai sahabat.” Nabi  bersabda ""Maka perintahkanlah dia melalui perkataan (agar menghentikannya) dan nasihati dia. Jika di dalam dirinya terdapat kebaikan, niscaya dia mau menerima. Jangan sekali-kali kamu memukul Istrimu sebagaimana ayahmu memukulmu” Aku bertanya ""Wahai Rasulullah. Ceritakanlah kepadaku tentang wudhu.” Beliau  bersabda, “Sempurnakanlah wudhu, dan sela-selailah diantara jari-jemari serta lakukanlah istinsyaq dengan kuat kecuali jika kamu sedang puasa” 54"
48;Musnad Syafi'i 48;Malik mengabarkan kepada kami dari Ishak bin Abdullah bin Abu Thalhah dari Anas bin Malik RA, ia berkata, “Aku melihat Rasulullah SAW, saat itu waktu shalat Ashar telah masuk, dan orang-orang sedang mencari air untak wudhu namun tidak mendapatkannya, lalu wadah air didatangkan kepada Rasulullah SAW, kemudian salah satu tangannya diletakkan dalam wadah tersebut, kemudian menyuruh orang-orang untuk berwudhu darinya” Aku melihat air bersumber dari bawah telapak tangan beliau, kemudin merekapun berwudhu hingga kepada orang yang terakhir di antara mereka.55;
49;Musnad Syafi'i 49;Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar: Bahwa 'ia melakukan wudhu di pasar. Untuk itu, ia membasuh wajah dan kedua tangannya, lalu mengusap kepalanya. Kemudian ia diseru untuk shalat jenazah, maka ia masuk ke dalam masjid untuk menshalatkannya, lalu mengusap sepasang khuf-nya) kemudian menshalatkan jenazah itu.56;
50;Musnad Syafi'i 50;Abdul Aziz bin Muhammad mengabarkan kepada kami dari Zaid bin Aslam, dari Atha. bin Yasar, dari Ibnu Abbas , ia terkata, “Rasulullah  berwudhu, untuk itu beliau memasukkan tangannya ke dalam wadah, lalu ber-istinsyaq dan berkumur sekaligus. Kemudian memasukkan tangannya dan menuangkan air ke wajahnya dengan sekali siram, lalu menuangkan air di kedua tangannya sekali, lalu mengusap kepala dan kedua telinganya dengan sekali usap.” 57;
51;Musnad Syafi'i 51;Malik mengabarkan kepada kami dari Amr bin Yahya, dari ayahnya, dari Abdullah bin Zaid: Bahwa Rasulullah  berwudhu, beliau membasuh mukanya 3 kali, kedua tangannya 2 kali dan mengusap kepalanya dengan kedua tangannya, untuk itu beliau mengusapkannya ke arah depan dan ke arah belakang (bolak-balik). Dimulai dari bagian depan kepala, kemudian mengusapkan kedua tangannya sampai tengkuknya, lalu mengembalikan keduanya, ke tempat semula, setelah itu membasuh kedua kakinya. 58;
52;Musnad Syafi'i 52;Sufyan mengabarkan kepada kami dari Hisyam bin Urwah, dari ayahnya, dari Humran: Bahwa Utsman  pernah berwudhu di Maqa'id sebanyak tiga kali-tiga kali (basuhan), kemudian ia berkata. Aku mendengar Rasulullah  bersabda, 'Barangsiapa melakukan wudhu seperti wudhuku ini. maka semua dosanya keluar dari wajah, kedua tangan dan kedua kakinya'. 59;
53;Musnad Syafi'i 53;Abdullah bin Nafi' mengabarkan kepada kami.dari Daud bin Qais, dari Zaid bin Aslam, dari Atha' bin Yasar, dari Usamah bin Zaid, ia berkata, “Rasulullah  masuk bersama Bilal, lalu beliau pergi untuk membuang hajat, setelah itu keduanya keluar.” Usamah melanjutkan kisahnya,. “Maka aku menanyakan kepada Bilal apa. Yang telah dilakukan oleh Rasulullah , lalu Bilal menjawab, 'Beliau pergi untuk membuang hajatnya, kemudian berwudhu. Untuk itu beliau membasuh wajahnya, kedua tangannya, dan 'mengusap kepala serta mengusap sepasang khuf-nya .” 60;
54;Musnad Syafi'i 54;Muslim dan Abdul Majid mengabarkan kepada kami dari Ibnu Juraij, dari Ibnu Syihab. dari Abbad bin Ziad, dari Urwah bin Al Mughirah. bahwa Al Mughirah bin Syu'bah, ia mengabarkan bahwa ia pernah ikut berperang tersama Rasulullah  dalam perang Tabuk. Al Mughirah berkata, “Rasulullah  membuang hajat di balik sebuah tembok dan aku membawakan sebuah wadah berisi air untuk teliau sebelum fajar. Ketika Rasulullah  kembali, aku mulai menuangkan air dari wadah itu pada kedua tangan beliau, sedangkan beliau membasuh kedua tangannya sebanyak 3 kali, lalu membasuh wajahnya dan menyingsingkan lengan baju jubahnya. Tetapi lengan bajunya sangat sempit, akhirnya beliau memasukkan kedua tangannya ke dalam jubah dan mengeluarkannya dari bagian bawah baju jubahnya, lalu membasuh kedua tangannya hingga batas kedua siku. Setelah itu beliau berwudhu dan mengusap kedua khuf-nya, lalu kembali.” Al Mughirah melanjutkan kisahnya, “Maka aku kembali bersamanya dan kami menjumpai orang-orang telah kembali bersama Abdurrahman bin Auf, mereka sedang melakukan shalat dengan bermakmum kepadanya. Nabi  menjumpai salah satu dari dua rakaat (subuh) bersamanya, beliau shalat bersama dengan orang-orang pada rakaat yang terakhir. Ketika Abdurrahman telah menyelesaikan shalatnya, maka Rasulullah  berdiri melanjutkan shalatnya. Peristiwa tersebut membuat orang-orang kaget dan mereka banyak membaca istighfar karenanya. Setelah Nabi  menyelesaikan shalatnya, beliau menghadap ke arah mereka dan bersabda, “Kalian telah berbuat yang benar. Mereka sangat suka mengerjakan shalat di awal waktu.” Ibnu Syihab berkata, “Ismail bin Muhammad bin Sa'd bin Abu Waqqash menceritakan kepadaku dari Hamzah bin Al Mughirah dengan hadis yang serupa dengan hadis Abbad.” Al Mughirah berkata, '.Aku bermaksud menarik mundur Abdurrahman tetapi Nabi  bersabda kepadaku “Biarkanlah dia;61
55;Musnad Syafi'i 55;"Sufyan bin Uyainah mengabarkan kepada kami dari Hushain dan Zakaria serta Yunus, dari Asy-Sya'bi, dari Unvah bin Al Mughirah, dari Al Mughirah bin Syubah, ia mengatakan:

Aku pernah bertanya “Wahai Rasululullah! Bolehkah kami mengusap sepasang khuf?";"Beliau menjawab, ""Ya, jika kamu memasukkan (kedua kakimu) dalam keadaan suci.” 62"
56;Musnad Syafi'i 56;Abdul Wahab Ats-Tsaqafi mengabarkan kepada kami, AJ Muhajir Abu Makhlad menceritakan kepadaku dari Ataurrahman bin Abu Bakrah, dari ayahnya, dari Rasulullah SAW: Bahwa beliau memberikan rukhshah bagi musafir untuk mengusap sepasang khuf selama 3 hari 3 malam, dan bagi orang yang mukim selama sehari semalam. 63;
57;Musnad Syafi'i 57;Sufyan mengabarkan kepada kami dari Ashim bin Bahdalah, dari Zir, ia mengatakan: Aku datang menemui Shafwan bin Assal, lalu ia bertanya,;"Apakah gerangan yang menyebabkan kamu datang?"" Aku menjawab, ""Menuntut ilmu."" Shafwan berkata, ""Sesungguhnya para malaikat benar-benar menaungkan sayap-sayapnya bagi orang yang menuntut ilmu karena ridha dengan apa yang dituntutnya."" Aku berkata, ""Sesungguhnya telah terbetik di dalam diriku masalah mengusap sepasang khuf sesudah buang air besar dan buang air kecil, sedangkan engkau adalah salah seorang sahabat Nabi SAW. Aku datang untuk menanyakan apakah engkau pernah mendengar sesuatu dari beliau mengenai masalah tersebut?"" Ia menjawab, ""Ya, dahulu Rasulullah SAW memerintahkan kami bila berada dalam penjalanan atau sedang melakukan perjalanan, hendaknya kami jangan mencabut khuf-khuf kami selama 3 hari 3 malam kecuali karena jinabat, tetapi tidak karena buang air besar, air kecil dan tidur."" 67"
58;Musnad Syafi'i 58;Malik mengabarkan kepada kami dari Hisyam, dari ayahnya, dari Zainab binti Abu Salamah, dari Ummu Salamah, ia mengatakan: Ummu Sulaim -istri Abu Thalhah- datang menghadap Nabi SAW, lalu berkata,;Wahai Rasulullah! Sesungguhnya Allah tidak malu menerangkan perkara yang hak, apakah wanita wajib mandi jika ia bermimpi mengeluarkan air mani?.” Nabi SAW menjawab, “Ya, bila ia melihat adanya air (mani).” 65
59;Musnad Syafi'i 59;Malik mengabarkan kepada kami dari Hisyam dari bapaknya dari Zubaid bin Ash-Shult bahwa ia pernah berkata, “Aku pernah keluar bersama Umar bin Al Khaththab  ke suatu daerah yang bernama Jarf lalu ia memperhatikan ternyata ia telah bermimpi, namun ia tetap melaksanakan shalat tanpa mandi junub, lalu ia berkata, 'Demi Allah, aku tidak pernah bermimpi dan aku tidak merasa lalu aku melaksanakan shalat tanpa mandi' ia berkata, 'Lalu ia mandi dan membasuh apa yang ia lihat di kainnya dan menyiram apa yang tidak terlihat, lalu ia mengumandangkan adzan dan iqamah kemudian shalat setelah matahari dhuha meninggi'. 66;
60;Musnad Syafi'i 60;Malik mengabarkan kepada kami dari Ibnu Syihab dari salim, ia pernah berkata, “Sesorang lelaki dari sahabat Nabi  pernah masuk masjid pada hari jumat dan saat itu Umar bin Al Khaththab berkhutbah, lalu ia berkata “Jam berapakah sekarang ini ?”. Lalu ia menjawab “Wahai amirul mukminin, aku baru datang dari pasar lalu aku mendengar suara adzan dan aku tidak menambahkan apapun kecuali berwudhu”, Lalu Umar berkata, “Hanya berwudhu saja, padahal kamu mengetahui bahwa Rasulullah  pernah menyuruh kita untuk mandi.”67;
61;Musnad Syafi'i 61;Malik mengabarkan kepada kami dari Hisyam, dari ayahnya, dari Aisyah RA: Bahwa Rasulullah apabila mandi jinabat, beliau memulainya dengan mencuci kedua tangannya, lalu beiwudhu sebagaimana wudhu untuk shalat. Setelah itu memasukkan jari-jemarinya ke dalam air, kemudian menyela-nyelakannya pada akar-akar rambut. Lalu menuangkan air ke ates kepalanya sebanyak 3 cidukan dengan kedua tangannya, setelah itu baua meratakan air ke seluruh tubuhnya.68;
62;Musnad Syafi'i 62;Ibnu Uyainah mengabarkan kepada kami dari Ayub bin Musa, dari Said bin Abu Said, dari Abdullah bin Rafi', dari Ummu Salamah , ia mengatakan: Aku pernah bertanya kepada Rasulullah , untuk itu aku berkata,;"Wahai Rasulullah! Sesungguhnya aku adalah wanita yang selalu mengepang rambutku dengan kuat, apakali aku harus mengurainya dalam mandi jinabat?"" Nabi SAW-menjawab. “Tidak, sesungguhnya cukup bagimu hanya dengan menciduk air sebanyak 3 cidukan untuk engkau tuangkan ke kepangan rambutmu, kemudian engkau siramkan air dengan rata ke seluruh tubuhmu, lalu kamu menjadi suci."" Atau beliau bersabda, ""Setelah itu engkau suci. "" 69"
63;Musnad Syafi'i 63;Ibnu Uyainah mengabarkan kepada kami dari Hisyam, dari ayahnya, dari Aisyah , ia berkata, “Rasulullah  apabila hendak mandi jinabat, beliau memulainya dengan membasuh kedua tangan sebelum memasukkan keduanya ke dalam wadah. Kemudian beliau membasuh kemaluannya, lalu melakukan wudhu sebagaimana wudhu untuk shalat. Lalu menyela-nyelakan air pada rambutnya, kemudian menciduk 3 kali cidukan air untuk membasuh kepalanya.” 70;
64;Musnad Syafi'i 64;"Sufyan mengabarkan kepada kami dari Ja'far, dari ayahnya, dari Jabir radliyallahu 'anhu bahwa

Nabi SAW pernah ntenciduk tiga kali cidukan air untuk membasuh kepalanya ketika mandi jinabat. 71";
65;Musnad Syafi'i 65;Sufyan mengabarkan kepada kami dan Manshur bin Abdurahman Al Hajabi, dari ibunya -Shafiyah binti Syaibah- dari Aisyah , ia mengatakan: Seorang wanita datang kepada Nabi  menanyakan tentang mandi dari haid, lalu beliau bersabda, “Ambillah secarik kain yang diberi minyak kesturi, lalu bersucilah dengan memakainya.;"Wanita itu bertanya, ""Bagaimanakah, caranya aku bersuci dengannya?"". Nabi . menjawab, memakainya. 'Bersucilah dengan memakainya”. Wanita itu (masih kurang jelas dan) bertanya lagi, ""Bagaimanakah caranya aku tereuci dengan memakainya?"" Nabi bersabda, ""Subhanallah, Subhanallah!” Lalu beliau menutupi wajahnya dengan kain (dan bersabda), ""Ya, bersucilah dengan memakainya."" Kemudian aku menarik wanita itu dan mengetahui apa yang dimaksudnya, lalu aku katakan kepadanya, ""Maksudnya, telusurilah dengannya bekas darahmu, yakni kemaluanmu.""72"
66;Musnad Syafi'i 66;Ibrahim bin Muhammad mengabarkan kepada kami dari Abbad bin Manshur, dari Abu Raja' Al Atharidi, dari Umran bin Hushain: Bahwa Nabi  memerintahkan seorang lelaki yang sedang junub untuk bertayamum, kemudian shalat. Apabila ia menemukan air, maka ia harus mandi, yakni dengan memakai air itu. Ia menyebutkan hadis Abu Dzar yang mengatakan, “Apabila kamu menjumpai , maka siramkanlah ke kulitmu (yakni mandilah).” 73;
67;Musnad Syafi'i 67;Ibnu Uyainah mengabarkan kepada kami dari Ibnu Ajian, dari Nafi' dari Ibnu Umar.: Bahwa ia pernah tiba dari Al Jurf. Ketika sampai di Marbad, ia bertayamum. Untuk itu ia mengusap wajah dan kedua tangannya, lalu shalat Ashar? kemudian masuk ke dalam 'kota Madinah, sedangkan matahari masih tinggi, tetapi ia tidak mengulangi shalatnya.74 Asy-Syafi'i berkata “Jurf adalah daerah dekat Madinah”;
68;Musnad Syafi'i 68;Ibrahim bin Muhammad mengabarkan kepada kami dari Abu Al Huwairits Abdurrahman bin Muawiyah, dari Al A'raj, dari Ibnu Ash-Shumah: Bahwa Rasulullah  melakukan tayamum, untuk itu beliau mengusap wajah dan kedua hastanya.75;
69;Musnad Syafi'i 69;"Sufyan bin Uyainah mengabarkan kepada kami dari Amr bin Yahya Al Mazini, dari ayahnya bahwa Rasulullullah  pernah bersabda,

“Bumi ini seluruhnya adalah masjid kecuali kuburan dan kamar mandi.”76

As-Syafi'i berkata,";Aku mendapati hal ini dalam bukuku pada dua tempat, salah satunya berderajat munqathi dan yang lainnya diriwayatkan dari Abu Sa'id Al Khudri dari Nabi.”
70;Musnad Syafi'i 70;"Ibnu Uyainah mengabarkan kepadaku dari Yahya bin Said, ia mengatakan: Aku pernah mendengar Anas bin Malik berkata

Seorang Arab badui kencing di dalam masjid, maka orang-orang (yang melihatnya) segera menuju ke arahnya, tetapi Nabi SAW mencegah mereka dan bersabda:";"Siramilah bekas air kencingnya dengan setimba air."" 77"
71;Musnad Syafi'i 71;Ibnu Uyainah mengabarkan kepada kami dari Az-Zuhri, dari Said bin Al Musayyab, dari Abu Hurairah, ia mengatakan: Seorang Arab badui masuk ke dalam masjid, lalu ia berkata, “Ya Allah, rahmatilah diriku dan Muhammad, dan janganlah Engkau merahmati seorang pun bersama kami.” Maka Rasulullah SAW bersabda,;Sesungguhnya engkau telah membatasi hal yang luas.” Abu Hurairah melanjutkan kisahnya: Tidak lama kemudian, lelaki badui itu kencing di salah satu bagian masjid, maka mereka (para sahabat) seakan-akan bersegera hendak menghukumnya, tetapi Nabi SAW melarang mereka. Kemudian beliau memerintahkan agar diambilkan setimba air, lalu air itu disiramkan pada bekas kencingnya. Nabi SAW bersabda “Berikanlah pelajaran, permudahlah dan jangan kalian mempersulit.”78
72;Musnad Syafi'i 72;Ibrahim bin Muhammad mengabartan kepada kami dan Utsman bin Abu Sulaiman: Sesungguhnya orang-orang musyrik Quraisy ketika tiba di Madinah dalam rangka menebus tawanan perang, mereka menginap di dalam masjid di antara mereka ada Jubair bin Muth'im. Jubair berkata, “Dan aku dapat mendengar bacaan Nabi SAW.” 79;
73;Musnad Syafi'i 73;Ibrahim bin Muhammad mengabarkan kepada kami dari Abdullah bin Thalhah bin Kuraiz, dari Al H asan Al Bashri. dan Abdullah bin Ma'qil atau Mughaffal, dari Nabi . beliau bersabda.;Apabila kalian menjumpai shalat, sedangkan kalian berada di kandang kambing, maka shalatlah di dalamnya, karena sesungguhnya kambing itu tenang dan mengandung berkah. Apabila kalian menjumpai shalat, sedangkan kalian berada di dalam kandang unta, maka keluarlah kalian darinya lalu shalatlah, karena unta itu jin dalam bentuk lain yang diciptakan (yakni galak)., Tidakkah kalian melihat bila unta larat, bagaimana ia mendongakkan hidungnya.”80
74;Musnad Syafi'i 74;"Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar RA; Bahwa Rasulullah  memasuki Ka'bah ditemani Bilal, Usamah dan Utsman bin Thalhah. Ibnu Umar melanjutkan kisahnya: Maka aku tertanya kepada Bilal tentang apa yang dilakukan oleh Rasullah . Bilal menjawab.";"Beliau mengambil posisi dengan menjadikan sebuah tiang berada di setelah kirinya, sebuah tiang berada di setelah kanannya dan tiga buah tiang terada di telakangnya. lalu shalat."" Bilal melanjutkan kisahnya, yakni bahwa pada saat itu Baitullah (Ka'bah) tertopang pada 6 buah tiang.“'81"
75;Musnad Syafi'i 75;Malik mengabarkan kepada kami dari Amir bin Abdullah dan Amr bin SuJaim Az-Zuraqi dari Abu Qatadah, bahwa Nabi  pernah melaksanakan shalat dengan menggendong Umamah binti Al Ash. Asy-Syafi'i berkata,;Dan kain yang dikenakan umamah adalah kain anak-anak.”82
76;Musnad Syafi'i 76;Malik mengabarkan kepada kami dari Abu Az-Zinad, dari Al A'raj, dari Abu Hurairah  bahwa Nabi   pernah bersabda;Jangan sekali-kali seseorang di antara kalian melaksanakan shalat dengan mengenakan sehelai kain, sedangkan pada pundaknya tidak terdapat satu kain pun.” 83
77;Musnad Syafi'i 77;Dari Ibnu Uyainah dari Hisyam dari Fatimah dari Asma', ia pernah berkata, “Seorang perempuan pernah datang kepada Nabi dan berkata, 'Wahai Rasulullah, sesungguhnya putriku pernah terkena penyakit bisul hingga merontokkan semua rambat kepalanya, apakah aku boleh menyambungnya?' lalu Rasululah SAW bersabda, “Orang yang menyambung dan orang yang meminta disambungkan rambutnya dilaknat.”84;
78;Musnad Syafi'i 78;Aththaf bin Khalid dan Ad-Darawardi menceritakan kepada kami dari Musa bin Ibrahim bin Abdurrahman bin Abdullah bin Abu Rabi'ah, dari Salamah bin Akwa', ia mengatakan: Aku pernah bertanya,;"Wahai Rasulullah! Sesungguhnya kami suka berburu, bolehkah seseorang di antara kami shalat hanya memakai baju gamis?"" Nabi SAW bersabda, “Ya, dan hendaklah ia mengancingkannya. Bila tidak menemukan kancing, hendaklah memakai peniti, sekalipun dengan duri.”85"
79;Musnad Syafi'i 79;"Amr bin Abu Salamah mengabarkan kepada kami, dari Al Auza'i dari Yahya bin Sa'id dari Al Qasim dan Aisyah RA, ia berkata

“Aku pernah mengerik mani dari pakaian Rasulullah SAW.”86";
80;Musnad Syafi'i 80;Malik bin Anas mengabarkan kepada kami dari Abdullah bin Dinar, dari Abdullah bin Umar , ia mengatakan: Ketika orang-orang terada di (masjid) Quba sedang laksanakan shalat Subuh, tiba-tiba ada seseorang yang datang, lalu berkata, “Sesungguhnya Rasulullah  telah menerima wahyu tadi malam, wahyu itu memerintahkan agar beliau menghadap ke arah kiblat.” Maka, mereka menghadap ke arah kiblat. Setelum itu orang-orang menghadapkan diri mereka ke arah negeri Syam (Baitul Maqdis), lalu mereka terputar menghadap ke arah Ka'bah.;87
81;Musnad Syafi'i 81;"Malik bin Anas mengabarkan kepada kami dari Nafi'; Bahwa Abdullah bin 'Umar ketika ditanya tentang shalat khauf ia menjawab,";"Imam dan satu kelompok maju..."" lalu ia mengisahkan satu hadis. Dan Ibnu 'Umar berkata dalam satu hadis. ""Namun jika ketakutan lebih dari itu mereka melakukan shalat dengan berjalan atau naik kendaraan dengan tetap mengahadap ke arah kiblat atau dengan tidak mengahadap ke arahnya"", Malik mengatakan: Nafi' berkata. Aku tidak melihat Abdullah bin 'Umar menyebutkan hal itu kecuali dari Nabi SAW."""
82;Musnad Syafi'i 82;Ibnu Abu Fudaik mengabarkan kepada kami dari Ibnu Abu Dzi'b dari Az-Zuhri dari Salim dari bapaknya (ha). 89;
83;Musnad Syafi'i 83;"Malik menceritakan kepada kami dari Abdullah bin Dinar, dari Abdullah bin 'Umar , ia mengatakan:

Dahulu, dalam perjalanan Rasulullah SAW shalat di atas hewan tunggangannya dengan menghadap ke arah mana pun kendaraannya menghadap. 90";
84;Musnad Syafi'i 84;"Malik mengabarkan kepada kami dari Amr bin Yahya Al Mazini, dari Abu Al Habbab Sa'id bin Yasar, dari Abdullah bin Umar RA bahwa ia berkata.

“Aku pernah melihat Rasulullah SAW shalat di atas keledainya seraya menghadap ke arah Khaibar.”91

Asy-Syafi'i berkata, “Yakni: Ibadah nawafil.”";
85;Musnad Syafi'i 85;"Abdul Majid bin Abdul Aziz mengabarkan kepada kami dari Ibnu Juraij, Abu Az-Zubair mengabarkan kepada kami bahwa ia pemah mendengar Jabir bin Abdullah berkata:

Aku pernah melihat Rasulullah SAW melakukan shalat sunah di atas kendaraannya dengan menghadap ke semua arah. 92";
86;Musnad Syafi'i 86;Muhammad bin Ismail mengabarkan kepada kami dan Ibnu Abu Dzi'b, dari Utsman bin Abdullah bin Suraqah, dari Jabir bin Abdullah RA: Bahwa Rasulullah  ketika berada dalam perang Bani Anmar, beliau shalat di atas kendaraannya dengan menghadap ke arah timur.”93;
87;Musnad Syafi'i 87;Malik bin Anas mengabarkan kepada kami dari pamannya. Abu Suhail bin Malik dari bapaknya bahwa ia pernah mendengar Thalhah bin Ubaidullah  berkata,;Seorang lelaki pernah datang kepada Rasulullah  lalu ia bertanya tentang Islam, kemudian Rasulullah  menjawab. 'Lima shalat dalam sehari semalam', kemudian ia bertanya. 'Apakah ada kewajiban lain selain itu', beliau menjawab, 'Tidak kecuali kamu melaksanakan ibadah sunnah.'94
88;Musnad Syafi'i 88;Muslim bin Khalid dan Abdul Majid bin Abdul, Aziz bin Abu Rawad menceritakan kepada kami dari Ibnu Juraij yang telah menerima berita dari Abdurrahman bin Abdullah bin Abu Ammar dan Abdullah bin Babah, dari Ya'la bin Umayah, ia mengatakan: Aku pernah bertanya kepada Umar bin Al Khaththab.;"Sesungguhnya Allah hanya berfirman, 'Kalian boleh melakukan shalat qashar jika kalian merasa takut diserang orang-orang kafir'. Dan sekarang orang- orang hidup dalam keadaan aman."" Maka Umar menjawab, ""Aku pun pernah merasa heran seperti apa yang kamu alami, lalu aku bertanya kepada Rasulullah , maka beliau menjawab, 'Hal itu merupakan sedekah yang diberikan Allah SWT untuk kalian, terimalah sedekah-Nya'.""95"
89;Musnad Syafi'i 89;Ibrahim bin Muhammad menceritakan kepada kami dari Thalhah bin Amr, dari Atha' bin Abu Rabah, dari Aisyah , ia. terkata, “Semua itu pernah dilakukan Rasulullah , yaitu beliau pernah mengqashar shalat dalam perjalanannya, dan pernah menyempurnakan tanpa qashar.” 96;
90;Musnad Syafi'i 90;Ibrahim bin Muhammad mengabarkan kepada kami dari Ibnu Hamalah, dari Ibnu Al Musayyab , ia mengatakan: Rasulullah  pernah bersabda, “Orang terbaik di antara kalian ialah orang-orang yang apabila bepergian mengqashar shalat dan berbuka.;"Atau beliau bereabda, ""Tidak puasa.”97"
91;Musnad Syafi'i 91;Sufyan mengabarkan kepada kami dari Ibrahim bin Maisarah, dari Anas bin Malik RA, ia berkata, “Aku pernah shalat Zhuhur bersama Rasulullah SAW di Madinah sebanyak 4 rakaat dan shalat Ashar bersamanya di Dzul Hulaifah Sebanyak 2 rakaat. 98;
92;Musnad Syafi'i 92;Sufyan, yakni Ibnu Uyainah, mengabarkan kepada kami dari Ibnu Al Munkadir bahwa ia pemah mendengar Anas bin Malik mengatakan seperti itu, kecuali dengan redaksi: “Di Dzul Hulaifah.” 99;
93;Musnad Syafi'i 93;Sufyan mengabarkan kepada kami dari Ayub dari Abu Qilabah, dari Anas bin Malik semisal itu.100;
94;Musnad Syafi'i 94;"Sufyan mengabarkan kepada kami dari Amr bin Dinar, dari Atha, dari Ibnu Abbas radliyallahu 'anhuma bahwa

Ia pernah ditanya:";"Apakah shalat boleh diqashar sampai di Arafah?"" Ibnu Abbas menjawab: ""Tidak boleh, tetapi sampai di 'Usfan, Jeddah dan Thaif."" 101"
95;Musnad Syafi'i 95;"Malik mengabarkan kepada kami dari Nafi': Bahwa

Ia pernah bepergian dengan Ibnu 'Umar sejauh satu barid, dan ia tidak mengqashar shalat. 102";
96;Musnad Syafi'i 96;"Malik bin Anas mengabarkan kepada kami dari Nafi', dan Salim bin Abdullah: Bahwa

Abdullah bin Umar pernah menaiki kendaraannya menuju Dzatun-Nushb, lalu ia mengqashar shalat dalam perjalanannya itu. Malik bin Anas berkata:";"Dan jarak antara Dzatun-Nushb dan Madinah adalah empat barid.""103"
97;Musnad Syafi'i 97;"Malik mengabarkan kepada kami dari Ibnu Syihab, dari Salim bin Abdullah bin Umar, dari ayahnya radliyallahu 'anhum: Bahwa

Ia pernah berkendaraan menuju Riim, lalu ia mengqashar shalat dalam perjalanannya itu. Malik berkata:";"Jaraknya kurang lebih empat barid.""104"
98;Musnad Syafi'i 98;Sufyan bin Uyainah mengabarkan kepada kami dari Abdurrahman bin Humaid, ia berkata;Umar bin Abdul Aziz pernah terkata kepada orang yang duduk disampingnya, 'Apa yang kalian dengar tentang mukimnya orang muhajirin di Makkah?' As-Sa'id bin Yazid mengatakan: Al Ala' bin Al Harami menceritakan kepadaku: Bahwa Rasulullah SAW pernah bersabda. “Orang yang hijrah boleh tinggal setelah melaksanakan ibadah haji selama tiga hari.”105
99;Musnad Syafi'i 99;Sufyan menceritakan kepadaku dari Az-Zuhri, dari Salim, dari ayahnya RA, ia berkata, “Nabi SAW apabila terpaksa mempercepat keberangkatan, maka beiiau menjamak shalat Maghrib dan shalat lsya.” 106;
100;Musnad Syafi'i 100;"Sufyan menceritakan kepada kami dari Az-zuhri, ia mengatakan:

'Umar bin Abdul Aziz pernah mengakhirkan shalat, kemudian 'Urwah berkata kepadanya:";"Sesungguhnya Rasulullah SAW pernah bersabda: 'Jibril pernah turun, lalu ia mengimamiku shalat, kemudian aku melaksanakan shalat dengannya, lalu ia turun lagi, kemudian mengimamiku, lalu aku shalat, kemudian ia pernah turun lagi, lalu mengimamiku dan aku shalat dengannya lalu ia juga pernah turun lagi kemudian mengimamiku, lalu aku shalat dengannya hingga lima waktu shalat'."" kemudian 'Umar bin Abdul Aziz berkata: ""Bertaqwalah kepada Allah wahai 'Urwah, lihat kepada apa yang kamu katakan!"" Lalu 'Urwah berkata kepadanya: ""Bishr bin Abu Mas'ud yang telah mengabarkan kepadaku dari bapaknya dari Nabi SAW."" 107"
